store_name,region,open_year,store_area,parking_count,competitor_count,market_density,performance_excluding_tax23,population23,household23,longitude,latitude,competition_index,competition_log,population_log,area_log,household_size,demand_competition_ratio,parking_per_area,sales_per_person,sales_per_competitor,store_efficiency,predicted_sales,opportunity_gap,priority_score,expected_after_online,estimated_cost,roi,strategy,grade
청계천점,서울특별시,2008,2980,952,1,20,981,62548,32889,127.019843132,37.570745415,21,3.091042453358316,11.043705528557028,8.000014093678072,1.901790872328134,2978.4761904761904,0.3194630872483222,0.01568395472277291,46.714285714285715,0.32919463087248324,979.948655098156,-1.0513449018440042,-11.610743504914876,1126.9409533628793,48.997432754907805,2.9785428573961608,공격 투자,C
봉선점,광주광역시,2007,2490,580,1,11,868,95808,41175,126.916113758,35.122336298,12,2.5649493574615367,11.47011190526658,7.820439515262181,2.326848816029144,7984.0,0.23293172690763053,0.009059786239144956,72.33333333333333,0.3485943775100402,865.8350977543172,-2.1649022456828106,-24.83167102194476,995.7103624174647,43.29175488771586,2.949992735307268,공격 투자,C
목동점,서울특별시,2009,4610,717,2,14,1198,237943,93221,126.870360394,37.5260871,16,2.833213344056216,12.37979063084996,8.436200032206706,2.5524613552740263,14871.4375,0.15553145336225596,0.0050348192634370416,74.875,0.2598698481561822,1195.3209297071323,-2.6790702928676637,-33.16632931103156,1374.619069163202,59.76604648535662,2.9551740419449666,효율 투자,C
보라점,경기,2008,2080,379,2,2,269,237374,92806,127.105096046,37.247569437,4,1.6094379124341003,12.377396448114586,7.640603826393634,2.5577441113721098,59343.5,0.18221153846153845,0.001133232788763723,67.25,0.1293269230769231,266.2868279701665,-2.7131720298335154,-33.58200584518519,306.22985216569145,13.314341398508326,2.7962218371434058,보류,C
수색점,서울,2009,1980,228,1,2,287,264151,116644,126.89867899,37.579692922,3,1.3862943611198906,12.484279974019412,7.591357046698551,2.2645914063303727,88050.33333333333,0.11515151515151516,0.0010864997671786213,95.66666666666667,0.14494949494949494,284.1319516990153,-2.8680483009846967,-35.80551796850364,326.75174445386756,14.206597584950766,2.7981185654175986,보류,C
김포한강점,경기,2015,4040,635,2,6,1126,149697,60971,126.628311668,37.644226405,8,2.1972245773362196,11.916375210265032,8.304247465078474,2.4552164143609256,18712.125,0.15717821782178218,0.007521860825534246,140.75,0.27871287128712874,1121.8454979612472,-4.154502038752753,-49.50660510558884,1290.1223226554343,56.092274898062364,2.9259345061988875,보류,C
중동점,경기,2006,4040,705,3,12,1194,237396,100076,126.763949339,37.504065044,15,2.772588722239781,12.377489124178112,8.304247465078474,2.372157160557976,15826.4,0.1745049504950495,0.005029570843653642,79.6,0.29554455445544553,1189.1022180303037,-4.897781969696325,-60.62224306251191,1367.467550734849,59.455110901515184,2.917622187639857,보류,C
신월점,서울특별시,1999,560,69,1,7,304,237943,93221,126.828510888,37.539716647,8,2.1972245773362196,12.37979063084996,6.329720905522696,2.5524613552740263,29742.875,0.12321428571428572,0.0012776169082511358,38.0,0.5428571428571428,298.1399334978226,-5.860066502177403,-72.54639637981352,342.86092352249597,14.906996674891131,2.606891540262571,보류,C
하남점,경기도,2008,3570,620,1,5,1057,241315,101401,127.205369005,37.552755526,6,1.9459101490553132,12.393862556915915,8.18060094759445,2.3798088776244812,40219.166666666664,0.17366946778711484,0.004380167001636865,176.16666666666666,0.296078431372549,1050.3999505857385,-6.600049414261548,-81.80010530921102,1207.9599431735992,52.519997529286925,2.8743326404274643,보류,C
동해점,강원특별자치도,2004,2210,376,1,6,605,42775,20960,129.117129068,37.523921328,7,2.0794415416798357,10.663732476628567,7.701200180857446,2.0407919847328246,6110.714285714285,0.17013574660633485,0.014143775569842197,86.42857142857143,0.2737556561085973,596.7191581339367,-8.28084186606327,-88.30468234096439,686.2270318540271,29.835957906696837,2.7224542985360394,보류,C
수원점,경기,2001,4110,822,1,15,1088,146323,62665,127.020444602,37.251375256,16,2.833213344056216,11.8935786200339,8.321421586897879,2.3350035905210245,9145.1875,0.2,0.007435604792137941,68.0,0.2647201946472019,1080.3207887642761,-7.679211235723869,-91.33330257192951,1242.3689070789173,54.01603943821381,2.8578346114304076,보류,C
남양주점,경기도,2005,4010,660,1,12,1112,363572,146458,127.243053534,37.655110091,13,2.6390573296152584,12.803735381102499,8.296795865770052,2.4824318234579197,27967.076923076922,0.16458852867830423,0.0030585413618210424,85.53846153846153,0.2773067331670823,1104.6082834809943,-7.39171651900574,-94.64158232147359,1270.2995260031432,55.23041417404971,2.8661658321860104,보류,C
풍산점,경기,2014,4140,582,1,4,1034,242037,102434,126.78710118,37.673911063,5,1.791759469228055,12.396850017605109,8.328692583545568,2.362858035417928,48407.4,0.14057971014492754,0.004272074104372472,206.8,0.2497584541062802,1024.1471686500934,-9.852831349906637,-122.14407249355027,1177.7692439476073,51.20735843250467,2.807589540809969,보류,D
서산점,충청남도,2012,2480,446,1,3,552,67616,30801,126.47876913,36.788367226,4,1.6094379124341003,11.12161470970538,7.816416983691801,2.195253400863608,16904.0,0.17983870967741936,0.008163748225272126,138.0,0.22258064516129034,540.2086468190244,-11.791353180975648,-131.13888698487008,621.2399438418779,27.01043234095122,2.563451890286903,보류,D
다산점,경기도,2008,3060,650,2,12,868,363572,146458,127.157753794,37.608204464,14,2.70805020110221,12.803735381102499,8.026496938945412,2.4824318234579197,25969.428571428572,0.21241830065359477,0.002387422573795562,62.0,0.28366013071895424,857.4278094335525,-10.572190566447489,-135.3635304113818,986.0419808485854,42.87139047167763,2.7533975350430517,보류,D
양재점,서울특별시,2005,3290,649,2,2,845,156751,61266,127.036892786,37.462515128,4,1.6094379124341003,11.962420217584423,8.098946748943339,2.558531648875396,39187.75,0.1972644376899696,0.0053907152107482564,211.25,0.256838905775076,831.3975971679005,-13.602402832099528,-162.717658646435,956.1072367430854,41.569879858395026,2.67278224333495,보류,D
신제주점,제주특별자치도,2003,2530,295,2,41,1132,45802,21739,126.480495054,33.484824054,43,3.784189633918261,10.732104870140509,7.836369760545124,2.1069046414278487,1065.1627906976744,0.116600790513834,0.024715077944194575,26.325581395348838,0.4474308300395257,1116.3899233009304,-15.610076699069623,-167.52898016535198,1283.8484117960697,55.81949616504652,2.7203472304208174,보류,D
명일점,서울,2002,2990,433,1,7,836,222322,92359,127.15563282,37.554715024,8,2.1972245773362196,12.311886558387954,8.003363058629947,2.4071503589254974,27790.25,0.14481605351170568,0.003760311620082583,104.5,0.27959866220735785,821.5997826920708,-14.40021730792921,-177.2938419113592,944.8397500958813,41.079989134603544,2.6494590770035193,보류,D
동백점,경기도,2006,2160,1512,1,6,770,237374,92806,127.151586176,37.277980629,7,2.0794415416798357,12.377396448114586,7.6783263565068856,2.5577441113721098,33910.57142857143,0.7,0.0032438261983199507,110.0,0.35648148148148145,754.3567926486843,-15.64320735131571,-193.62217910729504,867.5103115459868,37.71783963243421,2.5852570692340517,보류,D
안동점,경북,2004,2320,438,1,2,626,38756,20524,128.69966698644004,36.55751437446666,3,1.3862943611198906,10.56506666362841,7.749753406274437,1.8883258624049892,12918.666666666666,0.18879310344827585,0.016152337702549282,208.66666666666666,0.26982758620689656,604.513866333463,-21.486133666536944,-227.00243453059355,695.1909462834825,30.225693316673155,2.2891433972604776,보류,D
강릉점,강원특별자치도,2002,3060,713,1,4,1138,90363,41760,128.922701884,37.77056471,5,1.791759469228055,11.411601236977113,8.026496938945412,2.1638649425287357,18072.6,0.23300653594771242,0.012593650055885705,227.6,0.3718954248366013,1117.3316714143775,-20.668328585622476,-235.85872405393886,1284.931422126534,55.86658357071888,2.63004130081698,보류,D
구로점,서울,1999,2660,534,1,18,1016,185193,81063,126.897929979,37.484430205,19,2.995732273553991,12.129159203261201,7.886457270977689,2.284556456089708,9747.0,0.20075187969924813,0.005486168483689989,53.473684210526315,0.3819548872180451,995.9059742551242,-20.094025744875808,-243.72363729402792,1145.2918703933926,49.795298712756214,2.5964674122995377,보류,D
서수원점,경기도,2005,4400,916,2,18,1172,146323,62665,126.969611971,37.282091837,20,3.044522437723423,11.8935786200339,8.38958706681109,2.3350035905210245,7316.15,0.2081818181818182,0.008009677220942708,58.6,0.26636363636363636,1150.9919356918547,-21.00806430814532,-249.86106450365446,1323.6407260456328,57.54959678459274,2.6349572285140725,보류,D
양산점,경상남도,2004,4160,778,1,8,1265,163073,69938,129.026492546,35.336842105,9,2.302585092994046,12.00195936449771,8.333510708982942,2.331679487546112,18119.222222222223,0.18701923076923077,0.007757262085078462,140.55555555555554,0.30408653846153844,1243.2763627127772,-21.7236372872228,-260.7262119703353,1429.7678171196937,62.16381813563886,2.6505421008757413,보류,D
제천점,충청북도,2009,2590,520,1,2,728,45883,22789,128.222904936,37.123213282,3,1.3862943611198906,10.733871751401159,7.85979918056211,2.013383650006582,15294.333333333334,0.20077220077220076,0.01586644290913846,242.66666666666666,0.2810810810810811,702.9528141391758,-25.047185860824243,-268.8532807635959,808.3957362600521,35.14764070695879,2.287372200323385,보류,D
수지점,경기도,2003,4280,711,3,4,1124,293578,107449,127.08335139,37.319764424,7,2.0794415416798357,12.58990204727884,8.361941906144946,2.732254371841525,41939.71428571428,0.1661214953271028,0.0038286247607109527,160.57142857142858,0.2626168224299065,1099.7247567712338,-24.275243228766158,-305.62293442403484,1264.683470286919,54.98623783856169,2.5585214740452384,보류,D
파주운정점,경기도,2011,3310,575,1,3,756,246727,102194,126.745078828,37.710422361,4,1.6094379124341003,12.416041794252939,8.105005537547246,2.4143002524610053,61681.75,0.17371601208459214,0.003064115398801104,189.0,0.2283987915407855,728.4704329371949,-27.529567062805086,-341.8082552294771,837.7409978777741,36.42352164685975,2.2441816217082193,보류,D
원주점,강원특별자치도,1999,3080,555,1,6,833,196730,87129,127.919000448,37.3206309,7,2.0794415416798357,12.189592592366221,8.033009498596668,2.257916422775425,28104.285714285714,0.18019480519480519,0.004234229654856911,119.0,0.27045454545454545,804.548163021956,-28.451836978043957,-346.81630126677595,925.2303874752494,40.227408151097805,2.292725077609366,보류,D
별내점,경기도,2013,2960,684,1,5,928,363572,146458,127.125972421,37.642853538,6,1.9459101490553132,12.803735381102499,7.993282328101591,2.4824318234579197,60595.333333333336,0.23108108108108108,0.002552451783965762,154.66666666666666,0.31351351351351353,897.1355017309525,-30.864498269047544,-395.18086850738086,1031.7058269905951,44.85677508654763,2.311932295411404,보류,D
이천점,경기,2000,2430,407,1,15,1069,83844,37564,127.458826446,37.293314823,16,2.833213344056216,11.33672513518121,7.796057974316123,2.232030667660526,5240.25,0.16748971193415638,0.012749868803969276,66.8125,0.43991769547325105,1030.9192405306214,-38.08075946937856,-431.7111030432938,1185.5571266102145,51.54596202653107,2.2612271073769405,보류,D
경기광주점,경기,2009,1840,434,2,9,1112,184144,76306,127.26123672,37.409867393,11,2.4849066497880004,12.123478769726153,7.518064181233078,2.413230938589364,16740.363636363636,0.2358695652173913,0.006038752280823703,101.0909090909091,0.6043478260869565,1076.1600063771477,-35.83999362285226,-434.50540179377015,1237.58400733372,53.80800031885739,2.3339281629038373,보류,D
대전터미널점,대전광역시,2011,4530,1327,2,12,1155,105803,49885,127.436711015,36.350335003,14,2.70805020110221,11.569343604875028,8.418697944667139,2.1209381577628545,7557.357142857143,0.2929359823399558,0.010916514654593916,82.5,0.25496688741721857,1109.351019795309,-45.64898020469104,-528.1287372002091,1275.7536727646052,55.46755098976545,2.1770146799321637,보류,D
속초점,강원특별자치도,2003,2890,422,3,9,970,53694,26081,128.595843478,38.191034168,12,2.5649493574615367,10.891075166292318,7.969357742016346,2.0587400789847017,4474.5,0.14602076124567473,0.018065333184340896,80.83333333333333,0.3356401384083045,921.43093336285,-48.569066637149945,-528.9693555018605,1059.6455733672774,46.0715466681425,1.9457904031961968,보류,D
순천점,전라남도,2005,3110,676,2,6,1042,79150,31583,127.508481449,34.942586049,8,2.1972245773362196,11.279112699468135,8.042699496897637,2.5060950511351043,9893.75,0.21736334405144694,0.013164876816171825,130.25,0.335048231511254,992.6046560310273,-49.395343968972725,-557.135651455037,1141.4953544356813,49.630232801551365,2.004732777166647,보류,D
연수점,인천광역시,2002,5400,849,2,16,1669,229295,94882,126.681271854,37.404396292,18,2.9444389791664403,12.342769024297853,8.594339400592892,2.416633291878333,12738.611111111111,0.15722222222222224,0.007278832944460193,92.72222222222223,0.30907407407407406,1623.3001081299121,-45.69989187008787,-564.0632097878819,1866.7951243493987,81.16500540649561,2.4369507937415755,보류,E
안산고잔점,경기도,2003,3910,912,3,17,1402,194458,83898,126.813777377,37.302802826,20,3.044522437723423,12.177976622904678,8.271548374755515,2.3177906505518604,9722.9,0.23324808184143223,0.007209783089407481,70.1,0.3585677749360614,1354.6095356464284,-47.39046435357159,-577.1199670463923,1557.8009659933925,67.73047678232142,2.300308124127346,보류,E
만촌점,대구,2001,3560,835,2,9,1421,241965,95407,128.636941814,35.871123743,11,2.4849066497880004,12.396552499400586,8.177796683277778,2.5361346651713186,21996.81818181818,0.2345505617977528,0.005872750191143347,129.1818181818182,0.39915730337078653,1369.8736915397426,-51.126308460257405,-633.7899669281293,1575.354745270704,68.49368457698714,2.2535617148353095,보류,E
해운대점,부산,2000,3760,694,1,6,1170,240833,101856,129.167392443,35.166068396,7,2.0794415416798357,12.391863178462874,8.232440158470336,2.3644458843857996,34404.71428571428,0.18457446808510639,0.004858138211956003,167.14285714285714,0.31117021276595747,1118.0104807071104,-51.989519292889554,-644.2470097915433,1285.712052813177,55.900524035355524,2.069963650787824,보류,E
청주점,충북,1998,2370,510,1,6,864,108816,48543,127.474573589,36.601130307,7,2.0794415416798357,11.59742285119822,7.771067086065406,2.2416414313083246,15545.142857142857,0.21518987341772153,0.007940008822232024,123.42857142857143,0.36455696202531646,801.8585904379573,-62.14140956204267,-720.6802032605011,922.1373790036508,40.09292952189787,1.4500656274542743,보류,E
영천점,경상북도,2004,1540,594,1,1,286,29698,16952,128.910031519,35.958217639,2,1.0986122886681098,10.298868654190272,7.340186835320115,1.751887682869278,14849.0,0.38571428571428573,0.009630278133207623,143.0,0.18571428571428572,208.39484989405904,-77.60515010594096,-799.2452478298063,239.65407737816787,10.419742494702952,-4.447895199463216,보류,E
둔산점,대전,2002,3020,850,1,7,1359,312599,129797,127.377763251,36.3563813,8,2.1972245773362196,12.652679696969514,8.013343181386672,2.4083684522754765,39074.875,0.2814569536423841,0.004347422736477084,169.875,0.45,1291.6804159322778,-67.31958406772219,-851.7731345421009,1485.4324783221193,64.5840207966139,1.9576433421554345,보류,E
산본점,경기,1999,3850,625,2,18,1433,165158,71029,126.931415342,37.361090542,20,3.044522437723423,12.014663925246895,8.25608813381491,2.325219276633488,8257.9,0.16233766233766234,0.008676540040446119,71.65,0.3722077922077922,1359.4345323708844,-73.56546762911557,-883.8643700674531,1563.3497122265169,67.97172661854422,1.9177048857098553,보류,E
목포점,전남,2000,3290,624,1,14,1232,93648,44626,126.425213118,34.811636193,15,2.772588722239781,11.44730902975863,8.098946748943339,2.0985075964684263,6243.2,0.18966565349544073,0.01315564667691782,82.13333333333334,0.37446808510638296,1152.895692250599,-79.10430774940096,-905.5314563925232,1325.8300460881887,57.64478461252995,1.6277282796507038,보류,E
평택점,경기,2001,3240,664,1,4,1492,123590,60372,127.075601003,37.020992295,5,1.791759469228055,11.724733005820568,8.083637203141548,2.0471410587689656,24718.0,0.20493827160493827,0.012072174124120075,298.4,0.4604938271604938,1414.606953839147,-77.39304616085292,-907.412802743147,1626.797996915019,70.73034769195736,1.9058014178310996,보류,E
전주점,전북특별자치도,1998,2270,867,2,9,1021,187758,79405,127.120447787,35.832590583,11,2.4849066497880004,12.142914504562704,7.7279755421055585,2.364561425602922,17068.909090909092,0.38193832599118943,0.005437850850562959,92.81818181818181,0.44977973568281937,938.8071134743893,-82.19288652561067,-998.0611939637142,1079.6281804955477,46.940355673719466,1.2489931031428438,보류,E
칠성점,대구,2002,2890,1200,1,5,1107,219534,93421,128.589807815,35.885215824,6,1.9459101490553132,12.299266952088997,7.969357742016346,2.349942732362103,36589.0,0.41522491349480967,0.005042499111754899,184.5,0.3830449826989619,1024.9871707535747,-82.01282924642533,-1008.697680397877,1178.7352463666107,51.24935853767874,1.3997296437158455,보류,E
세종점,세종특별자치시,2015,3560,615,1,3,1366,182222,73707,127.250979226,36.470907183,4,1.6094379124341003,12.112986490747735,8.177796683277778,2.472248226084361,45555.5,0.17275280898876405,0.007496350605305616,341.5,0.38370786516853933,1272.501788840409,-93.49821115959094,-1132.542568685204,1463.3770571664704,63.62508944202045,1.5304820475766416,보류,E
춘천점,강원특별자치도,2005,3030,687,3,8,1077,130581,57052,127.718633576,37.863735921,11,2.4849066497880004,11.779756660904539,8.016647877057803,2.288806702657225,11871.0,0.22673267326732674,0.00824775426746617,97.9090909090909,0.35544554455445543,954.6178665242053,-122.38213347579472,-1441.6317519872011,1097.810546502836,47.730893326210264,0.43599742331678293,보류,E
군산점,전북특별자치도,2001,4780,968,1,5,949,77151,34651,126.735015214,35.98278471,6,1.9459101490553132,11.253532780980898,8.472405008626103,2.2265158292689966,12858.5,0.20251046025104602,0.012300553460097731,158.16666666666666,0.19853556485355647,806.1080739527405,-142.89192604725952,-1608.0389739103332,927.0242850456515,40.305403697637026,-0.54522999246468,보류,E
성남점,경기도,2010,4420,805,2,14,1061,120050,52798,127.141380398,37.444300836,16,2.833213344056216,11.695671931477264,8.394121193826242,2.273760369710974,7503.125,0.18212669683257918,0.008837984173261142,66.3125,0.2400452488687783,907.5805101138005,-153.41948988619947,-1794.344021603583,1043.7175866308705,45.37902550569003,-0.38084584621506357,보류,E
자양점,서울특별시,2007,3520,1058,1,12,1537,114448,55798,127.073194189,37.538413135,13,2.6390573296152584,11.647884587902611,8.166500319155052,2.051112943116241,8803.692307692309,0.30056818181818185,0.013429679854606458,118.23076923076923,0.43664772727272727,1339.7272109585954,-197.27278904140462,-2297.81067908794,1540.6862926023846,66.98636054792978,0.05503049534609338,보류,E
금정점,부산,2003,5110,891,1,15,1181,102866,47225,129.090560365,35.250228466,16,2.833213344056216,11.541192170678537,8.53915035876828,2.1782106934886185,6429.125,0.17436399217221135,0.011480955806583322,73.8125,0.23111545988258317,958.9988171971828,-222.0011828028172,-2562.1583128452485,1102.8486397767601,47.94994085985914,-1.6298531097597988,보류,E
진주점,경남,2000,3440,454,2,12,825,115317,52011,128.077433379,35.191585317,14,2.70805020110221,11.655448808556507,8.14351740579748,2.2171655995847033,8236.92857142857,0.13197674418604652,0.007154192356721038,58.92857142857143,0.23982558139534885,587.8773738462683,-237.12262615373174,-2763.7706304853027,676.0589799232084,29.393868692313415,-5.067077819386874,보류,E
제주점,제주특별자치도,1996,1870,475,1,8,890,45802,21739,126.521183933,33.517963385,9,2.302585092994046,10.732104870140509,7.534228326274089,2.1069046414278487,5089.111111111111,0.2540106951871658,0.019431465874852626,98.88888888888889,0.47593582887700536,557.960270198954,-332.03972980104595,-3563.485201277944,641.6543107287971,27.898013509947702,-8.901913004761049,보류,E
가든5점,서울특별시,2011,2720,799,2,4,1143,336821,130505,127.118583992,37.478858508,6,1.9459101490553132,12.72730987988209,7.908754738783246,2.580904946170645,56136.833333333336,0.29375,0.003393493873600518,190.5,0.4202205882352941,804.5259136952628,-338.47408630473717,-4307.864582710345,925.2048007495522,40.226295684763144,-5.414249449097147,보류,E
역삼점,서울특별시,2006,1380,350,1,8,653,270993,107814,127.048435922,37.499216346,9,2.302585092994046,12.509851959395338,7.2305631534092925,2.5135232901107463,30110.333333333332,0.2536231884057971,0.00240965633798659,72.55555555555556,0.4731884057971015,292.13918420024305,-360.86081579975695,-4514.31538360159,335.96006183027947,14.606959210012153,-21.704718525701747,보류,E
서귀포점,제주특별자치도,2006,2380,480,1,3,1028,35756,17367,126.509116288,33.248345741,4,1.6094379124341003,10.484501333150819,7.7752758464868625,2.0588472390165258,8939.0,0.20168067226890757,0.028750419510012306,257.0,0.4319327731092437,527.3105869796834,-500.6894130203166,-5249.47881830601,606.4071750266359,26.36552934898417,-15.990303831681178,보류,E
